Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       5/5           __gnu_cxx::new_allocator<BLL::Graph>::allocate(unsigned long, void const*) [411]
-----------------------------------------------
                0.00    0.00       1/5           BLL::Window::Window() [601]
                0.00    0.00       2/5           BLL::Application::operator()() [14]
                0.00    0.00       2/5           BLL::Zyklotron::Zyklotron() [137]
[422]    0.0    0.00    0.00       5         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector() [422]
                0.00    0.00       5/5           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base() [417]
-----------------------------------------------
                0.00    0.00       4/4           BLL::Application::operator()() [14]
[423]    0.0    0.00    0.00       4         BLL::ZyklotronController::getZyklotron(int) [423]
                0.00    0.00       4/7           std::vector<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::operator[](unsigned long) [397]
-----------------------------------------------
                0.00    0.00       4/4           boost::detail::thread_data_base::thread_data_base() [435]
[424]    0.0    0.00    0.00       4         boost::shared_ptr<boost::detail::thread_data_base>::shared_ptr() [424]
                0.00    0.00       4/8           boost::detail::shared_count::shared_count() [388]
-----------------------------------------------
                0.00    0.00       2/4           void boost::enable_shared_from_this<boost::detail::thread_data_base>::_internal_accept_owner<boost::detail::thread_data_base, boost::detail::thread_data<BLL::Zyklotron::run()::{lambda()#1}> >(boost::shared_ptr<boost::detail::thread_data_base> const*, boost::detail::thread_data<BLL::Zyklotron::run()::{lambda()#1}>*) const [536]
                0.00    0.00       2/4           void boost::enable_shared_from_this<boost::detail::thread_data_base>::_internal_accept_owner<boost::detail::thread_data_base, boost::detail::thread_data<boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > > > >(boost::shared_ptr<boost::detail::thread_data_base> const*, boost::detail::thread_data<boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > > >*) const [535]
[425]    0.0    0.00    0.00       4         boost::shared_ptr<boost::detail::thread_data_base>::shared_ptr<boost::detail::thread_data_base>(boost::shared_ptr<boost::detail::thread_data_base> const&, boost::detail::thread_data_base*) [425]
                0.00    0.00       4/4           boost::detail::shared_count::shared_count(boost::detail::shared_count const&) [430]
-----------------------------------------------
                0.00    0.00       4/4           boost::detail::thread_data_base::thread_data_base() [435]
[426]    0.0    0.00    0.00       4         boost::enable_shared_from_this<boost::detail::thread_data_base>::enable_shared_from_this() [426]
                0.00    0.00       4/4           boost::weak_ptr<boost::detail::thread_data_base>::weak_ptr() [439]
-----------------------------------------------
                0.00    0.00       4/4           boost::weak_ptr<boost::detail::thread_data_base>::weak_ptr() [439]
[427]    0.0    0.00    0.00       4         boost::detail::weak_count::weak_count() [427]
-----------------------------------------------
                0.00    0.00       4/4           boost::weak_ptr<boost::detail::thread_data_base>& boost::weak_ptr<boost::detail::thread_data_base>::operator=<boost::detail::thread_data_base>(boost::shared_ptr<boost::detail::thread_data_base> const&) [440]
[428]    0.0    0.00    0.00       4         boost::detail::weak_count::operator=(boost::detail::shared_count const&) [428]
                0.00    0.00       4/4           boost::detail::sp_counted_base::weak_add_ref() [432]
-----------------------------------------------
                0.00    0.00       2/4           void boost::detail::sp_pointer_construct<boost::detail::thread_data_base, boost::detail::thread_data<BLL::Zyklotron::run()::{lambda()#1}> >(boost::shared_ptr<boost::detail::thread_data_base>*, boost::detail::thread_data<BLL::Zyklotron::run()::{lambda()#1}>*, boost::detail::shared_count&) [518]
                0.00    0.00       2/4           void boost::detail::sp_pointer_construct<boost::detail::thread_data_base, boost::detail::thread_data<boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > > > >(boost::shared_ptr<boost::detail::thread_data_base>*, boost::detail::thread_data<boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > > >*, boost::detail::shared_count&) [517]
[429]    0.0    0.00    0.00       4         boost::detail::shared_count::swap(boost::detail::shared_count&) [429]
-----------------------------------------------
                0.00    0.00       4/4           boost::shared_ptr<boost::detail::thread_data_base>::shared_ptr<boost::detail::thread_data_base>(boost::shared_ptr<boost::detail::thread_data_base> const&, boost::detail::thread_data_base*) [425]
[430]    0.0    0.00    0.00       4         boost::detail::shared_count::shared_count(boost::detail::shared_count const&) [430]
                0.00    0.00       4/4           boost::detail::sp_counted_base::add_ref_copy() [431]
-----------------------------------------------
                0.00    0.00       4/4           boost::detail::shared_count::shared_count(boost::detail::shared_count const&) [430]
[431]    0.0    0.00    0.00       4         boost::detail::sp_counted_base::add_ref_copy() [431]
                0.00    0.00       4/8           boost::detail::atomic_increment(int*) [389]
-----------------------------------------------
                0.00    0.00       4/4           boost::detail::weak_count::operator=(boost::detail::shared_count const&) [428]
[432]    0.0    0.00    0.00       4         boost::detail::sp_counted_base::weak_add_ref() [432]
                0.00    0.00       4/8           boost::detail::atomic_increment(int*) [389]
-----------------------------------------------
                0.00    0.00       4/4           boost::detail::shared_count::~shared_count() [376]
[433]    0.0    0.00    0.00       4         boost::detail::sp_counted_base::release() [433]
                0.00    0.00       4/4           boost::detail::atomic_exchange_and_add(int*, int) [437]
-----------------------------------------------
                0.00    0.00       2/4           boost::detail::sp_counted_impl_p<boost::detail::thread_data<BLL::Zyklotron::run()::{lambda()#1}> >::sp_counted_impl_p(BLL::Zyklotron::run()::{lambda()#1}*) [516]
                0.00    0.00       2/4           boost::detail::sp_counted_impl_p<boost::detail::thread_data<boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > > > >::sp_counted_impl_p(boost::detail::thread_data<boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > > >*) [513]
[434]    0.0    0.00    0.00       4         boost::detail::sp_counted_base::sp_counted_base() [434]
-----------------------------------------------
                0.00    0.00       2/4           boost::detail::thread_data<BLL::Zyklotron::run()::{lambda()#1}>::thread_data({lambda()#1}&&) [510]
                0.00    0.00       2/4           boost::detail::thread_data<boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > > >::thread_data(boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > >&&) [509]
[435]    0.0    0.00    0.00       4         boost::detail::thread_data_base::thread_data_base() [435]
                0.00    0.00       8/34          boost::mutex::mutex() [314]
                0.00    0.00       8/10          boost::condition_variable::condition_variable() [366]
                0.00    0.00       4/4           boost::enable_shared_from_this<boost::detail::thread_data_base>::enable_shared_from_this() [426]
                0.00    0.00       4/4           boost::shared_ptr<boost::detail::thread_data_base>::shared_ptr() [424]
                0.00    0.00       4/4           std::map<void const*, boost::detail::tss_data_node, std::less<void const*>, std::allocator<std::pair<void const* const, boost::detail::tss_data_node> > >::map() [467]
                0.00    0.00       4/4           std::vector<std::pair<boost::condition_variable*, boost::mutex*>, std::allocator<std::pair<boost::condition_variable*, boost::mutex*> > >::vector() [469]
                0.00    0.00       4/4           std::vector<boost::shared_ptr<boost::detail::shared_state_base>, std::allocator<boost::shared_ptr<boost::detail::shared_state_base> > >::vector() [468]
-----------------------------------------------
                0.00    0.00       4/4           boost::weak_ptr<boost::detail::thread_data_base>& boost::weak_ptr<boost::detail::thread_data_base>::operator=<boost::detail::thread_data_base>(boost::shared_ptr<boost::detail::thread_data_base> const&) [440]
[436]    0.0    0.00    0.00       4         void boost::detail::sp_assert_convertible<boost::detail::thread_data_base, boost::detail::thread_data_base>() [436]
-----------------------------------------------
                0.00    0.00       4/4           boost::detail::sp_counted_base::release() [433]
[437]    0.0    0.00    0.00       4         boost::detail::atomic_exchange_and_add(int*, int) [437]
-----------------------------------------------
                0.00    0.00       2/4           boost::thread::thread<BLL::Zyklotron::run()::{lambda()#1}>(BLL::Zyklotron::run()::{lambda()#1}&&) [525]
                0.00    0.00       2/4           boost::thread::thread<boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > > >(boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > >&&) [526]
[438]    0.0    0.00    0.00       4         boost::thread::start_thread() [438]
-----------------------------------------------
                0.00    0.00       4/4           boost::enable_shared_from_this<boost::detail::thread_data_base>::enable_shared_from_this() [426]
[439]    0.0    0.00    0.00       4         boost::weak_ptr<boost::detail::thread_data_base>::weak_ptr() [439]
                0.00    0.00       4/4           boost::detail::weak_count::weak_count() [427]
-----------------------------------------------
                0.00    0.00       2/4           void boost::enable_shared_from_this<boost::detail::thread_data_base>::_internal_accept_owner<boost::detail::thread_data_base, boost::detail::thread_data<BLL::Zyklotron::run()::{lambda()#1}> >(boost::shared_ptr<boost::detail::thread_data_base> const*, boost::detail::thread_data<BLL::Zyklotron::run()::{lambda()#1}>*) const [536]
                0.00    0.00       2/4           void boost::enable_shared_from_this<boost::detail::thread_data_base>::_internal_accept_owner<boost::detail::thread_data_base, boost::detail::thread_data<boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > > > >(boost::shared_ptr<boost::detail::thread_data_base> const*, boost::detail::thread_data<boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > > >*) const [535]
[440]    0.0    0.00    0.00       4         boost::weak_ptr<boost::detail::thread_data_base>& boost::weak_ptr<boost::detail::thread_data_base>::operator=<boost::detail::thread_data_base>(boost::shared_ptr<boost::detail::thread_data_base> const&) [440]
                0.00    0.00       4/4           void boost::detail::sp_assert_convertible<boost::detail::thread_data_base, boost::detail::thread_data_base>() [436]
                0.00    0.00       4/4           boost::detail::weak_count::operator=(boost::detail::shared_count const&) [428]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<boost::shared_ptr<boost::detail::shared_state_base> >::allocator() [453]
[441]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<boost::shared_ptr<boost::detail::shared_state_base> >::new_allocator() [441]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::_Rb_tree_node<std::pair<void const* const, boost::detail::tss_data_node> > >::allocator() [454]
[442]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void const* const, boost::detail::tss_data_node> > >::new_allocator() [442]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::pair<boost::condition_variable*, boost::mutex*> >::allocator() [455]
[443]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::pair<boost::condition_variable*, boost::mutex*> >::new_allocator() [443]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator=(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [147]
[444]    0.0    0.00    0.00       4         __gnu_cxx::__alloc_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_propagate_on_copy_assign() [444]
-----------------------------------------------
                0.00    0.00       4/4           boost::weak_ptr<boost::detail::thread_data_base>::expired() const [446]
[445]    0.0    0.00    0.00       4         boost::detail::weak_count::use_count() const [445]
-----------------------------------------------
                0.00    0.00       2/4           void boost::enable_shared_from_this<boost::detail::thread_data_base>::_internal_accept_owner<boost::detail::thread_data_base, boost::detail::thread_data<BLL::Zyklotron::run()::{lambda()#1}> >(boost::shared_ptr<boost::detail::thread_data_base> const*, boost::detail::thread_data<BLL::Zyklotron::run()::{lambda()#1}>*) const [536]
                0.00    0.00       2/4           void boost::enable_shared_from_this<boost::detail::thread_data_base>::_internal_accept_owner<boost::detail::thread_data_base, boost::detail::thread_data<boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > > > >(boost::shared_ptr<boost::detail::thread_data_base> const*, boost::detail::thread_data<boost::_bi::bind_t<void, boost::_mfi::mf0<void, BLL::Zyklotron>, boost::_bi::list1<boost::_bi::value<BLL::Zyklotron*> > > >*) const [535]
[446]    0.0    0.00    0.00       4         boost::weak_ptr<boost::detail::thread_data_base>::expired() const [446]
                0.00    0.00       4/4           boost::detail::weak_count::use_count() const [445]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::max_size() const [451]
[447]    0.0    0.00    0.00       4         std::_Vector_base<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::_M_get_Tp_allocator() const [447]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::max_size() const [452]
[448]    0.0    0.00    0.00       4         std::_Vector_base<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::_M_get_Tp_allocator() const [448]
-----------------------------------------------
                0.00    0.00       4/4           std::_Iter_base<std::move_iterator<BLL::Zyklotron**>, true>::_S_base(std::move_iterator<BLL::Zyklotron**>) [458]
[449]    0.0    0.00    0.00       4         std::move_iterator<BLL::Zyklotron**>::base() const [449]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator=(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [147]
[450]    0.0    0.00    0.00       4         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::capacity() const [450]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::_M_check_len(unsigned long, char const*) const [537]
[451]    0.0    0.00    0.00       4         std::vector<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::max_size() const [451]
                0.00    0.00       4/4           std::_Vector_base<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::_M_get_Tp_allocator() const [447]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<BLL::Zyklotron*> >::max_size(std::allocator<BLL::Zyklotron*> const&) [465]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::_M_check_len(unsigned long, char const*) const [538]
[452]    0.0    0.00    0.00       4         std::vector<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::max_size() const [452]
                0.00    0.00       4/4           std::_Vector_base<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::_M_get_Tp_allocator() const [448]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::max_size(std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [466]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<boost::shared_ptr<boost::detail::shared_state_base>, std::allocator<boost::shared_ptr<boost::detail::shared_state_base> > >::_Vector_impl::_Vector_impl() [459]
[453]    0.0    0.00    0.00       4         std::allocator<boost::shared_ptr<boost::detail::shared_state_base> >::allocator() [453]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<boost::shared_ptr<boost::detail::shared_state_base> >::new_allocator() [441]
-----------------------------------------------
                0.00    0.00       4/4           std::_Rb_tree<void const*, std::pair<void const* const, boost::detail::tss_data_node>, std::_Select1st<std::pair<void const* const, boost::detail::tss_data_node> >, std::less<void const*>, std::allocator<std::pair<void const* const, boost::detail::tss_data_node> > >::_Rb_tree_impl<std::less<void const*>, true>::_Rb_tree_impl() [471]
[454]    0.0    0.00    0.00       4         std::allocator<std::_Rb_tree_node<std::pair<void const* const, boost::detail::tss_data_node> > >::allocator() [454]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void const* const, boost::detail::tss_data_node> > >::new_allocator() [442]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<std::pair<boost::condition_variable*, boost::mutex*>, std::allocator<std::pair<boost::condition_variable*, boost::mutex*> > >::_Vector_impl::_Vector_impl() [461]
[455]    0.0    0.00    0.00       4         std::allocator<std::pair<boost::condition_variable*, boost::mutex*> >::allocator() [455]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::pair<boost::condition_variable*, boost::mutex*> >::new_allocator() [443]
-----------------------------------------------
                0.00    0.00       4/4           std::_Miter_base<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [474]
[456]    0.0    0.00    0.00       4         std::_Iter_base<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, false>::_S_base(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [456]
-----------------------------------------------
                0.00    0.00       4/4           std::_Niter_base<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [476]
[457]    0.0    0.00    0.00       4         std::_Iter_base<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, true>::_S_base(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [457]
                0.00    0.00       4/144         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const [270]
-----------------------------------------------
                0.00    0.00       4/4           std::_Miter_base<std::move_iterator<BLL::Zyklotron**> >::iterator_type std::__miter_base<std::move_iterator<BLL::Zyklotron**> >(std::move_iterator<BLL::Zyklotron**>) [475]
[458]    0.0    0.00    0.00       4         std::_Iter_base<std::move_iterator<BLL::Zyklotron**>, true>::_S_base(std::move_iterator<BLL::Zyklotron**>) [458]
                0.00    0.00       4/4           std::move_iterator<BLL::Zyklotron**>::base() const [449]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<boost::shared_ptr<boost::detail::shared_state_base>, std::allocator<boost::shared_ptr<boost::detail::shared_state_base> > >::_Vector_base() [460]
[459]    0.0    0.00    0.00       4         std::_Vector_base<boost::shared_ptr<boost::detail::shared_state_base>, std::allocator<boost::shared_ptr<boost::detail::shared_state_base> > >::_Vector_impl::_Vector_impl() [459]
                0.00    0.00       4/4           std::allocator<boost::shared_ptr<boost::detail::shared_state_base> >::allocator() [453]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<boost::shared_ptr<boost::detail::shared_state_base>, std::allocator<boost::shared_ptr<boost::detail::shared_state_base> > >::vector() [468]
[460]    0.0    0.00    0.00       4         std::_Vector_base<boost::shared_ptr<boost::detail::shared_state_base>, std::allocator<boost::shared_ptr<boost::detail::shared_state_base> > >::_Vector_base() [460]
                0.00    0.00       4/4           std::_Vector_base<boost::shared_ptr<boost::detail::shared_state_base>, std::allocator<boost::shared_ptr<boost::detail::shared_state_base> > >::_Vector_impl::_Vector_impl() [459]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<std::pair<boost::condition_variable*, boost::mutex*>, std::allocator<std::pair<boost::condition_variable*, boost::mutex*> > >::_Vector_base() [462]
[461]    0.0    0.00    0.00       4         std::_Vector_base<std::pair<boost::condition_variable*, boost::mutex*>, std::allocator<std::pair<boost::condition_variable*, boost::mutex*> > >::_Vector_impl::_Vector_impl() [461]
                0.00    0.00       4/4           std::allocator<std::pair<boost::condition_variable*, boost::mutex*> >::allocator() [455]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::pair<boost::condition_variable*, boost::mutex*>, std::allocator<std::pair<boost::condition_variable*, boost::mutex*> > >::vector() [469]
[462]    0.0    0.00    0.00       4         std::_Vector_base<std::pair<boost::condition_variable*, boost::mutex*>, std::allocator<std::pair<boost::condition_variable*, boost::mutex*> > >::_Vector_base() [462]
                0.00    0.00       4/4           std::_Vector_base<std::pair<boost::condition_variable*, boost::mutex*>, std::allocator<std::pair<boost::condition_variable*, boost::mutex*> > >::_Vector_impl::_Vector_impl() [461]
-----------------------------------------------
                0.00    0.00       4/4           std::move_iterator<BLL::Zyklotron**> std::__make_move_if_noexcept_iterator<BLL::Zyklotron**, std::move_iterator<BLL::Zyklotron**> >(BLL::Zyklotron**) [477]
[463]    0.0    0.00    0.00       4         std::move_iterator<BLL::Zyklotron**>::move_iterator(BLL::Zyklotron**) [463]
-----------------------------------------------
                0.00    0.00       4/4           std::move_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*> std::__make_move_if_noexcept_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::move_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*> >(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [478]
[464]    0.0    0.00    0.00       4         std::move_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*>::move_iterator(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [464]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::max_size() const [451]
[465]    0.0    0.00    0.00       4         std::allocator_traits<std::allocator<BLL::Zyklotron*> >::max_size(std::allocator<BLL::Zyklotron*> const&) [465]
                0.00    0.00       4/6           __gnu_cxx::new_allocator<BLL::Zyklotron*>::max_size() const [399]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::max_size() const [452]
