Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.84     0.00      164     0.00     0.00  std::vector<BLL::Point, std::allocator<BLL::Point> >::end()
  0.00      0.84     0.00      163     0.00     0.00  std::vector<BLL::Point, std::allocator<BLL::Point> >::_M_move_assign(std::vector<BLL::Point, std::allocator<BLL::Point> >&&, std::integral_constant<bool, true>)
  0.00      0.84     0.00      161     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<BLL::Point> >::_S_select_on_copy(std::allocator<BLL::Point> const&)
  0.00      0.84     0.00      161     0.00     0.00  __gnu_cxx::__ops::_Iter_comp_iter<BLL::StdGraphController::max()::{lambda(BLL::Point, BLL::Point)#1}> __gnu_cxx::__ops::__iter_comp_iter<BLL::StdGraphController::max()::{lambda(BLL::Point, BLL::Point)#1}>(__gnu_cxx::__ops::_Iter_comp_iter)
  0.00      0.84     0.00      159     0.00     0.00  std::_Vector_base<BLL::Point, std::allocator<BLL::Point> >::get_allocator() const
  0.00      0.84     0.00      155     0.00     0.00  std::vector<BLL::Point, std::allocator<BLL::Point> >::begin()
  0.00      0.84     0.00      155     0.00     0.00  std::remove_reference<std::vector<BLL::Point, std::allocator<BLL::Point> >&>::type&& std::move<std::vector<BLL::Point, std::allocator<BLL::Point> >&>(std::vector<BLL::Point, std::allocator<BLL::Point> >&)
  0.00      0.84     0.00      149     0.00     0.00  std::vector<BLL::Point, std::allocator<BLL::Point> >::vector(std::allocator<BLL::Point> const&)
  0.00      0.84     0.00      146     0.00     0.09  __gnu_cxx::__normal_iterator<BLL::Point*, std::vector<BLL::Point, std::allocator<BLL::Point> > > std::max_element<__gnu_cxx::__normal_iterator<BLL::Point*, std::vector<BLL::Point, std::allocator<BLL::Point> > >, BLL::StdGraphController::max()::{lambda(BLL::Point, BLL::Point)#1}>(BLL::StdGraphController::max()::{lambda(BLL::Point, BLL::Point)#1}, BLL::StdGraphController::max()::{lambda(BLL::Point, BLL::Point)#1}, BLL::StdGraphController::max()::{lambda(BLL::Point, BLL::Point)#1})
  0.00      0.84     0.00      144     0.00     0.00  bool __gnu_cxx::operator==<BLL::Point*, std::vector<BLL::Point, std::allocator<BLL::Point> > >(__gnu_cxx::__normal_iterator<BLL::Point*, std::vector<BLL::Point, std::allocator<BLL::Point> > > const&, __gnu_cxx::__normal_iterator<BLL::Point*, std::vector<BLL::Point, std::allocator<BLL::Point> > > const&)
  0.00      0.84     0.00      144     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const
  0.00      0.84     0.00      142     0.00     0.00  __gnu_cxx::__ops::_Iter_comp_iter<BLL::StdGraphController::max()::{lambda(BLL::Point, BLL::Point)#1}>::_Iter_comp_iter({lambda(BLL::Point, BLL::Point)#1})
  0.00      0.84     0.00      140     0.00     0.10  __gnu_cxx::__normal_iterator<BLL::Point*, std::vector<BLL::Point, std::allocator<BLL::Point> > > std::__max_element<__gnu_cxx::__normal_iterator<BLL::Point*, std::vector<BLL::Point, std::allocator<BLL::Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<BLL::StdGraphController::max()::{lambda(BLL::Point, BLL::Point)#1}> >(__gnu_cxx::__ops::_Iter_comp_iter<BLL::StdGraphController::max()::{lambda(BLL::Point, BLL::Point)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<BLL::StdGraphController::max()::{lambda(BLL::Point, BLL::Point)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<BLL::StdGraphController::max()::{lambda(BLL::Point, BLL::Point)#1}>)
  0.00      0.84     0.00      136     0.00     0.00  std::_Vector_base<BLL::Point, std::allocator<BLL::Point> >::_Vector_base(std::allocator<BLL::Point> const&)
  0.00      0.84     0.00      122     0.00     0.00  std::vector<BLL::Graph, std::allocator<BLL::Graph> >::size() const
  0.00      0.84     0.00       94     0.00     0.00  void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.84     0.00       90     0.00     0.19  BLL::StdGraphController::max()
  0.00      0.84     0.00       89     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::type&)
  0.00      0.84     0.00       84     0.00     0.00  std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::base() const
  0.00      0.84     0.00       84     0.00     0.00  std::vector<sf::Text, std::allocator<sf::Text> >::vector()
  0.00      0.84     0.00       84     0.00     0.00  std::remove_reference<std::allocator<BLL::Point>&>::type&& std::move<std::allocator<BLL::Point>&>(std::allocator<BLL::Point>&)
  0.00      0.84     0.00       83     0.00     0.03  BLL::StdGraphController::getPoints()
  0.00      0.84     0.00       83     0.00     0.00  std::_Vector_base<sf::Text, std::allocator<sf::Text> >::~_Vector_base()
  0.00      0.84     0.00       83     0.00     0.00  void std::__alloc_on_move<std::allocator<BLL::Point> >(std::allocator<BLL::Point>&, std::allocator<BLL::Point>&)
  0.00      0.84     0.00       79     0.00     0.00  std::_Vector_base<sf::Text, std::allocator<sf::Text> >::_M_deallocate(sf::Text*, unsigned long)
  0.00      0.84     0.00       78     0.00     0.00  void std::__do_alloc_on_move<std::allocator<BLL::Point> >(std::allocator<BLL::Point>&, std::allocator<BLL::Point>&, std::integral_constant<bool, true>)
  0.00      0.84     0.00       77     0.00     0.00  std::vector<sf::Text, std::allocator<sf::Text> >::~vector()
  0.00      0.84     0.00       77     0.00     0.00  void std::_Destroy<sf::Text*>(sf::Text*, sf::Text*)
  0.00      0.84     0.00       76     0.00     0.00  std::allocator_traits<std::allocator<BLL::Point> >::max_size(std::allocator<BLL::Point> const&)
  0.00      0.84     0.00       75     0.00     0.00  void std::_Destroy_aux<false>::__destroy<sf::Text*>(sf::Text*, sf::Text*)
  0.00      0.84     0.00       74     0.00     0.00  std::move_iterator<BLL::Point*>::move_iterator(BLL::Point*)
  0.00      0.84     0.00       73     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&)
  0.00      0.84     0.00       70     0.00     0.00  bool __gnu_cxx::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&)
  0.00      0.84     0.00       70     0.00     0.00  std::_Vector_base<sf::Text, std::allocator<sf::Text> >::_Vector_base()
  0.00      0.84     0.00       68     0.00     0.00  __gnu_cxx::new_allocator<sf::Text>::~new_allocator()
  0.00      0.84     0.00       68     0.00     0.00  std::_Vector_base<sf::Text, std::allocator<sf::Text> >::_Vector_impl::_Vector_impl()
  0.00      0.84     0.00       67     0.00     0.89  BLL::Graph::render()
  0.00      0.84     0.00       67     0.00     0.00  std::_Vector_base<sf::Text, std::allocator<sf::Text> >::_Vector_impl::~_Vector_impl()
  0.00      0.84     0.00       66     0.00     0.00  __gnu_cxx::new_allocator<sf::Text>::new_allocator()
  0.00      0.84     0.00       66     0.00     0.00  std::_Vector_base<sf::Text, std::allocator<sf::Text> >::_M_get_Tp_allocator()
  0.00      0.84     0.00       66     0.00     0.00  void std::_Destroy<sf::Text*, sf::Text>(sf::Text*, sf::Text*, std::allocator<sf::Text>&)
  0.00      0.84     0.00       65     0.00     0.00  std::allocator<sf::Text>::~allocator()
  0.00      0.84     0.00       62     0.00     0.00  std::vector<BLL::Point, std::allocator<BLL::Point> >::max_size() const
  0.00      0.84     0.00       62     0.00     0.00  std::allocator<sf::Text>::allocator()
  0.00      0.84     0.00       60     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator++()
  0.00      0.84     0.00       60     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator*() const
  0.00      0.84     0.00       60     0.00     0.00  void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.84     0.00       59     0.00     0.00  std::move_iterator<BLL::Point*> std::__make_move_if_noexcept_iterator<BLL::Point*, std::move_iterator<BLL::Point*> >(BLL::Point*)
  0.00      0.84     0.00       55     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.84     0.00       53     0.00     0.00  std::allocator<BLL::Point>::allocator()
  0.00      0.84     0.00       51     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator()
  0.00      0.84     0.00       49     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::max_size() const
  0.00      0.84     0.00       47     0.00     0.00  __gnu_cxx::new_allocator<BLL::Point>::new_allocator()
  0.00      0.84     0.00       45     0.00     0.00  std::vector<BLL::Point, std::allocator<BLL::Point> >::_M_check_len(unsigned long, char const*) const
  0.00      0.84     0.00       43     0.00     0.01  BLL::Point* std::__uninitialized_move_if_noexcept_a<BLL::Point*, BLL::Point*, std::allocator<BLL::Point> >(BLL::Point*, BLL::Point*, BLL::Point*, std::allocator<BLL::Point>&)
  0.00      0.84     0.00       42     0.00     0.00  BLL::Graph* std::__addressof<BLL::Graph>(BLL::Graph&)
  0.00      0.84     0.00       42     0.00     0.00  bool std::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&)
  0.00      0.84     0.00       42     0.00     0.00  bool std::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&)
  0.00      0.84     0.00       39     0.00     0.01  BLL::Graph::~Graph()
  0.00      0.84     0.00       39     0.00     0.00  BLL::Widget::~Widget()
  0.00      0.84     0.00       39     0.00     0.02  void std::vector<BLL::Point, std::allocator<BLL::Point> >::_M_emplace_back_aux<BLL::Point const&>(BLL::Point const&)
  0.00      0.84     0.00       39     0.00     0.01  BLL::Point* std::__uninitialized_copy_a<std::move_iterator<BLL::Point*>, BLL::Point*, BLL::Point>(std::move_iterator<BLL::Point*>, std::move_iterator<BLL::Point*>, BLL::Point*, std::allocator<BLL::Point>&)
  0.00      0.84     0.00       35     0.00     0.00  std::vector<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::size() const
  0.00      0.84     0.00       34     0.00     0.00  boost::mutex::mutex()
  0.00      0.84     0.00       34     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() const
  0.00      0.84     0.00       30     0.00     0.01  BLL::Point* std::uninitialized_copy<std::move_iterator<BLL::Point*>, BLL::Point*>(std::move_iterator<BLL::Point*>, std::move_iterator<BLL::Point*>, BLL::Point*)
  0.00      0.84     0.00       29     0.00     0.00  std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::operator*() const
  0.00      0.84     0.00       29     0.00     0.00  std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::operator++()
  0.00      0.84     0.00       29     0.00     0.00  void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      0.84     0.00       29     0.00     0.00  BLL::Graph const& std::forward<BLL::Graph const&>(std::remove_reference<BLL::Graph const&>::type&)
  0.00      0.84     0.00       27     0.00     0.03  BLL::Graph::Graph(BLL::Graph const&)
  0.00      0.84     0.00       27     0.00     0.00  BLL::Widget::Widget(BLL::Widget const&)
  0.00      0.84     0.00       27     0.00     0.01  void std::_Destroy<BLL::Graph>(BLL::Graph*)
  0.00      0.84     0.00       26     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size() const
  0.00      0.84     0.00       26     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.84     0.00       26     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long)
  0.00      0.84     0.00       26     0.00     0.00  std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::move_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.84     0.00       26     0.00     0.00  std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      0.84     0.00       26     0.00     0.01  std::vector<BLL::Point, std::allocator<BLL::Point> >::_M_default_initialize(unsigned long)
  0.00      0.84     0.00       26     0.00     0.00  std::vector<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::operator[](unsigned long)
